video,numFrame,seconds,fps,rfps,subset,featureFrame
QdwhldOhBnk,2697,93,29,29,training,2697
S1Y1rkFME3k,3596,124,29,29,training,3596
XpchB35Yhsk,4500,180,25,25,training,4500
ywlS1Ocp-1I,2520,84,30,30,training,2520
RALRE8rP6lg,10620,354,30,30,validation,10620
NazlQTb-2TY,2349,81,29,29,training,2349
JSKmz1JCbuM,13200,440,30,30,validation,13200
KTbzDvP1pN0,4669,161,29,29,validation,4669
zVJxupw-2m4,12528,432,29,29,training,12528
6Fr9fJpfqWg,4002,138,29,29,training,4002
57rSECnTiuA,4988,172,29,29,training,4988
e2gndhlgp1o,9860,340,29,29,training,9860
jKUdPXaofgo,4872,168,29,29,training,4872
da4ms51cF_M,4930,170,29,29,training,4930
gZ-RpN_Ix-M,13410,447,30,30,validation,13410
jsMSXYZqPNc,3741,129,29,29,validation,3741
cqlpCd_VK_Q,3525,141,25,25,null,3525
3vZFUbP9ctA,10656,444,24,24,validation,10656
FXw7Alh77qA,11250,375,30,30,training,11250
YhdtaJYbU5w,3451,119,29,29,validation,3451
CHL6_XDfF_o,3375,135,25,25,training,3375
QlHS04-oa-0,3600,120,30,30,training,3600
APBedIbvavc,2460,82,30,30,training,2460
1iXwRtRlSDE,2825,113,25,25,training,2825
j6OWYxZk4eg,2871,99,29,29,null,2871
jCInSq_Jbhk,2668,92,29,29,validation,2668
SMJA-afEzmo,7866,342,23,23,training,7866
DDPX9FXzsYE,1827,63,29,29,training,1827
fKxzANd_uus,4582,158,29,29,training,4582
R-CzjSJiVH0,2436,84,29,29,training,2436
qlrPonLzLao,3634,158,23,23,training,3634
M2_jUem1kjw,6206,214,29,29,training,6206
DiQsV3dnCaE,4002,138,29,29,training,4002
GrGOt9gy0CY,1280,64,20,20,validation,1280
8SswcWWnDpw,11760,392,30,30,training,11760
qNBi4aH9EhA,5610,187,30,30,training,5610
5zuo-DvM2rw,3045,105,29,29,training,3045
opC6JP7YtQ4,2320,80,29,29,validation,2320
n6zQWg7g6FU,2001,69,29,29,training,2001
cPdiVX7RCqc,8600,344,25,25,validation,8600
aZPosaIVZQ8,3660,122,30,30,validation,3660
4i7zuWQRVG0,5423,187,29,29,training,5423
_gV8UVRwKP0,3105,135,23,23,training,3105
1BlFWKIjDkw,2136,89,24,24,training,2136
ST-b-ygAqxA,4875,195,25,25,null,4875
hD2b5FIB848,4582,158,29,29,training,4582
ZqldC3g4qz0,9222,318,29,29,training,9222
9Om0wspcOdQ,3683,127,29,29,validation,3683
vH7fRMsgegg,2500,100,25,25,training,2500
GI0Ps6NRyp8,11010,367,30,30,validation,11010
pma2pt2PdTI,11310,377,30,30,training,11310
5B0MHYIMsBI,2184,91,24,24,training,2184
Uqyre4EThHc,2929,101,29,29,training,2929
zIv67b8u-lk,2895,193,15,15,null,2895
SA55gH-ybG4,1495,65,23,23,training,1495
Gy0yuOSUSEs,5950,238,25,25,validation,5950
IK3pyEIkUgw,15109,521,29,29,training,15109
f1PLfPklCV0,7140,238,30,30,training,7140
07QunZTr5fI,4031,139,29,29,null,4031
hrocc7IPRDg,15570,519,30,30,training,15570
VgJhArO4QMY,1800,72,25,25,training,1800
ME1xohnQTJg,9976,344,29,29,training,9976
Fm-PO8Q_Wa0,3828,132,29,29,training,3828
DmzpA9hf-Yo,2370,237,10,10,training,2370
XtKwo0rVJo0,2175,75,29,29,validation,2175
d2-l3t9LXoo,1095,73,15,15,null,1095
URiKUQb6798,2075,83,25,25,validation,2075
W9c01g_6m3o,4050,162,25,25,training,4050
LIvt0LvaxMY,3277,113,29,29,training,3277
d_XBMy1fBJE,9875,395,25,25,training,9875
Smo2PVeSpjE,2300,92,25,25,training,2300
D_yx02F4NsY,8294,286,29,29,training,8294
VT8DEkSvQ2M,11544,481,24,24,training,11544
pffHTgPeTN4,13920,480,29,29,validation,13920
zhOrMYo9r64,3150,105,30,30,training,3150
WAC2Wj9Wdi4,1541,67,23,23,training,1541
1dCf_VM-zAE,4524,156,29,29,training,4524
FhIF6akMO8s,2175,75,29,29,training,2175
0-ZS7b_F_gU,3915,135,29,29,training,3915
1RD_RMpPoPc,6380,220,29,29,training,6380
ktXv1aLFm8U,1800,60,30,30,training,1800
U5gso9h7gEU,2450,98,25,25,training,2450
JMk9dPzEvxA,1800,72,25,25,validation,1800
KRalRN1WluA,2059,71,29,29,validation,2059
Gg-4G-kSyX0,3360,112,30,30,training,3360
wWbYfY8YX6s,4530,151,30,30,null,4530
X7j0dQamwDA,3944,136,29,29,training,3944
fnoeRATRo7s,2407,83,29,29,training,2407
VnEfjDtF5mI,7950,265,30,30,training,7950
DBtbEEAUaxU,3750,125,30,30,training,3750
Zy_ABrTsiyM,11132,484,23,23,training,11132
arF1CwqzujE,3780,126,30,30,training,3780
eoN9yo8aRuM,2958,102,29,29,training,2958
X7a2KBNqvcc,2952,123,24,24,training,2952
sLxj6vonlac,14325,573,25,25,training,14325
Yane6fkoR1s,2350,94,25,25,training,2350
azzCswyMLy8,2523,87,29,29,training,2523
REL-gLKo6hU,3770,130,29,29,training,3770
iiearr0ErA0,3973,137,29,29,training,3973
1M2Z8E3lTRw,2262,78,29,29,training,2262
dgjaSkzsVpc,2550,102,25,25,validation,2550
deTFxRWrnKM,3132,108,29,29,null,3132
7e3a3DwSD4E,10020,334,30,30,training,10020
9C5MMH9ty48,9976,344,29,29,training,9976
#NAME?,2580,86,30,30,validation,2580
O0bfK4xn22I,14297,493,29,29,training,14297
LDXwZh9d0VI,11130,371,30,30,training,11130
wLTRIVO8R9o,7100,284,25,25,training,7100
8yAYDwSq_Zc,1825,73,25,25,validation,1825
3Yw0t1v1el4,6716,292,23,23,training,6716
60QY9VPlecU,6989,241,29,29,validation,6989
ic721B9VSDo,6875,275,25,25,training,6875
IE2DLN4N8aw,3190,110,29,29,null,3190
G0a5CYffDpw,2490,83,30,30,training,2490
zPwQfhlYWJg,6425,257,25,25,training,6425
SI6g2zmJBZg,2208,92,24,24,validation,2208
F7AJEdjdMTE,3045,105,29,29,null,3045
mjA4jVFQCDo,3540,118,30,30,training,3540
EalhFvqAEWk,3132,108,29,29,validation,3132
O50OJdLVECU,725,29,25,25,training,725
C8yk-Je2M3o,261,9,29,29,training,261
fFWUwpcC6-Q,3510,117,30,30,training,3510
k3ZlGV50kW0,2010,67,30,30,training,2010
pb3fWwn5cTM,8700,300,29,29,training,8700
2qy0Oct7_eI,1770,59,30,30,training,1770
VxiuQdYduVc,2262,78,29,29,training,2262
jacVCUdvjso,8178,282,29,29,null,8178
GJSCtRlxdAA,1110,37,30,30,training,1110
zyjivGqC_x0,4575,183,25,25,training,4575
5T2pidJr91E,2225,89,25,25,validation,2225
OOIzcmo3vAw,1015,35,29,29,null,1015
vdtku41Snaw,630,21,30,30,validation,630
QwJ_HsIKe-c,450,15,30,30,training,450
TTvnwr75lT8,540,18,30,30,training,540
FxF1c4xMgLI,5790,193,30,30,training,5790
bXUxJkZu-dY,2030,70,29,29,training,2030
nE2fq7HsMoY,899,31,29,29,training,899
LRbFrpqYoGk,464,29,16,16,training,464
cFQd-CoE5fA,1421,49,29,29,training,1421
QwwqAUKHoqo,2465,85,29,29,validation,2465
Sy9B_Ps6tho,6989,241,29,29,training,6989
gLR5lVLcWrM,720,24,30,30,training,720
gLmiIxgAwI8,4698,162,29,29,training,4698
1KW5H7-XNZM,1160,40,29,29,null,1160
Q_YG_kHlKW8,406,14,29,29,training,406
RWUCXU0Tpcg,2310,77,30,30,training,2310
aA0mWwvAJdQ,2310,77,30,30,training,2310
W25JidPWx0Y,1276,44,29,29,training,1276
LiPiWTEWH0A,1800,60,30,30,validation,1800
7oLWAMfAHP8,2175,87,25,25,training,2175
U1QhUnySHXA,900,36,25,25,training,900
WxlJLujZfMM,1620,54,30,30,training,1620
yeZHG0IxZbs,1800,60,30,30,null,1800
2rAVZQhC7_Q,480,16,30,30,validation,480
XfeQbbDji94,6150,205,30,30,validation,6150
u40WEzMGKtA,1118,43,26,26,training,1118
oMLS3uCS8BA,550,22,25,25,training,550
oYZYg4d-mZI,2640,88,30,30,training,2640
jsdBrrQ18Z4,3219,111,29,29,training,3219
FVRWdsLCjkY,450,15,30,30,validation,450
dVgeFjKhRBo,4002,138,29,29,training,4002
he8nyCdCOz8,9889,341,29,29,training,9889
AjCdWFQAbu0,435,15,29,29,training,435
DCX3XyKm0Vo,2275,91,25,25,validation,2275
Cenp-VWgNes,3800,152,25,25,training,3800
xpGSJHquyLY,1830,61,30,30,training,1830
11sg_qPzCwI,630,42,15,15,training,630
VGSyeUVmCPM,609,21,29,29,training,609
#NAME?,750,30,25,25,training,750
7YHw1X2Rg8U,2059,71,29,29,validation,2059
4_2AuF7iZpU,2350,94,25,25,validation,2350
wX784iAhJp0,6000,200,30,30,training,6000
JpJLmhhJNqQ,2697,93,29,29,training,2697
dIFOFLpXIiY,3810,127,30,30,training,3810
jrdGxIVNuUI,2475,99,25,25,training,2475
A3zmyKK2sDQ,2610,87,30,30,training,2610
S3AxQ8fVPtw,1725,69,25,25,training,1725
uzfFItqjEis,4031,139,29,29,validation,4031
3zMvJaZ7MWk,3190,110,29,29,training,3190
FPpx8DcFU2E,2208,92,24,24,training,2208
eKYzhDTrlbQ,540,18,30,30,validation,540
jLX47j6amS4,4530,151,30,30,null,4530
YAWO0CbK_Y0,1050,35,30,30,training,1050
FQC_etZ860s,493,17,29,29,training,493
ufdf8o4cT8s,4900,196,25,25,validation,4900
2H4xezlstyU,3675,147,25,25,training,3675
ntTon_NFLzQ,7134,246,29,29,training,7134
kGo9aQvTqzI,3150,210,15,15,validation,3150
WkmyFVUj6_A,4899,213,23,23,training,4899
dpsmrblyj_A,1798,62,29,29,training,1798
3R-d2BHK-1I,551,19,29,29,validation,551
cz9NUMZwIxE,1770,59,30,30,training,1770
P_SfCqYxxUo,1020,34,30,30,training,1020
ks6nrPdTWjw,1650,66,25,25,training,1650
0AzBIl5ihi0,690,23,30,30,training,690
8lvxDmqCIZM,2116,92,23,23,training,2116
p2it5feyDjk,1508,52,29,29,training,1508
PIkLBk-AgX8,1740,60,29,29,validation,1740
EisUYeKTtS8,5050,202,25,25,training,5050
oKzmabxMpPg,464,16,29,29,training,464
_iMNpVO87bI,3422,118,29,29,validation,3422
GgDHvl1wD20,3625,125,29,29,training,3625
8HcLqwIlx_c,1775,71,25,25,validation,1775
phvjFAE3cdc,1680,56,30,30,training,1680
mvzs-aYrCQI,540,18,30,30,training,540
V8GcIfbh_5I,5104,176,29,29,validation,5104
sVwMh_-wPY4,750,25,30,30,training,750
mq9YeZT11zM,2233,77,29,29,validation,2233
m4ZLXj_DMfU,660,22,30,30,training,660
#NAME?,2160,90,24,24,training,2160
C8yuCcgildw,6000,200,30,30,training,6000
ErxXrpcBefw,11700,390,30,30,training,11700
psa3DKfDo9o,1566,54,29,29,validation,1566
AckPmIKCIvA,450,15,30,30,training,450
rl-SdCXl7Qo,8580,286,30,30,validation,8580
CXwrB9l3ZSg,2842,98,29,29,validation,2842
dZS8cxdkLt0,1785,105,17,17,training,1785
iudj_PafTfw,6960,232,30,30,training,6960
rsF4u4BFS8E,8760,292,30,30,training,8760
P1CaqPaoiZM,2000,80,25,25,null,2000
tnBkhcRlixQ,4814,166,29,29,training,4814
9rLsMQYSdmA,3600,144,25,25,training,3600
60Y_nJBlM-c,1575,63,25,25,training,1575
ylsqw-j3czY,2350,94,25,25,training,2350
pYimNPrYN0E,1400,56,25,25,training,1400
26U9k6DnoYE,5829,201,29,29,validation,5829
7jVONb9i2kU,9000,300,30,30,training,9000
TJHWVGsh304,660,22,30,30,training,660
HKUfXo56e2c,1830,61,30,30,validation,1830
2YBL-JEFXQc,2349,81,29,29,validation,2349
i8a_fz0R5Rs,3161,109,29,29,training,3161
w0rqB9eewKo,1798,62,29,29,training,1798
EYYDzjme_VQ,5713,197,29,29,training,5713
3flyGxk5iWU,580,20,29,29,null,580
x_a3KVOBhog,1508,52,29,29,null,1508
1vWW94uqjSE,2494,86,29,29,training,2494
9lXvqR_x9kw,5220,180,29,29,training,5220
vLG_aHd-lnw,8091,279,29,29,training,8091
b1NWRLybruE,319,11,29,29,training,319
mEk_jvb4yus,3900,130,30,30,training,3900
jTE-8d0CVy0,480,20,24,24,training,480
CbnJu-NFqSo,585,39,15,15,validation,585
TgCwuSrQ5LY,1479,51,29,29,training,1479
EqU9IOeqZlE,1794,78,23,23,null,1794
8JNABHVM6ag,2400,80,30,30,validation,2400
q9tqoJNLfCg,2610,90,29,29,null,2610
XmGqRL5mg5E,9000,300,30,30,training,9000
29YNcjHMtbs,1450,50,29,29,training,1450
iwl9Y8ZKwog,3132,108,29,29,training,3132
XOkXD-nMzIU,510,17,30,30,training,510
k3w_rijUvbY,9270,309,30,30,training,9270
uRkPRp_GWnU,1620,54,30,30,training,1620
gNL-KQnpm6E,1740,60,29,29,training,1740
zf040oJTsBA,4437,153,29,29,validation,4437
59-YzDOGySw,551,19,29,29,validation,551
fMrvVPcewEY,1305,45,29,29,training,1305
n9ebngMUP2c,6210,207,30,30,validation,6210
vwwmP5UMPEw,2900,100,29,29,validation,2900
Q4Bevh-jnaQ,11280,376,30,30,training,11280
dAelkIXRuWc,1740,60,29,29,training,1740
_ldbdFLXBeY,5771,199,29,29,training,5771
xxQ6baDilSI,3150,126,25,25,training,3150
Y_a3RauB54E,3840,128,30,30,training,3840
8fWHyll0FZw,300,10,30,30,training,300
jzhxgGrS3Z8,2260,226,10,10,validation,2260
U89iYco3iKs,4150,166,25,25,training,4150
trOU6guUQTM,5017,173,29,29,training,5017
livmWDC10rk,948,79,12,12,training,948
THITKMiLBAY,925,37,25,25,training,925
r_clei7cxqo,7047,243,29,29,training,7047
uVz8wm_UFgs,7560,252,30,30,validation,7560
I4qWeOMgjhQ,2880,96,30,30,training,2880
CoQiDo-fGEY,480,32,15,15,training,480
7y31nPKtZrk,2030,70,29,29,validation,2030
vJZWpZtZPuw,1950,65,30,30,validation,1950
pVquha4qOa0,1025,41,25,25,validation,1025
nbHkeRWlRlE,3161,109,29,29,training,3161
Z-zKEGiO8Hw,3660,122,30,30,validation,3660
YaVXnsp-luo,2670,89,30,30,training,2670
Wpt1jQMbw3I,3480,116,30,30,training,3480
vSTJLTZghb8,696,24,29,29,validation,696
HMob-ktxOC4,2842,98,29,29,null,2842
qM3VQvQ2Jyk,5880,196,30,30,training,5880
pOLAhxtTTTI,660,22,30,30,training,660
4ODsq0Ufli4,750,25,30,30,training,750
yCQkzaxLdHE,1530,51,30,30,training,1530
NETitFcUYHE,2958,102,29,29,training,2958
YnxsyF3MpJU,870,30,29,29,training,870
u7q2lcOkBDY,1830,61,30,30,training,1830
NUZWINzeaiQ,580,20,29,29,training,580
rPL012TjNUY,2552,88,29,29,training,2552
UDqyAbeN2rM,510,17,30,30,training,510
XCLZ5bmnBug,8468,292,29,29,training,8468
GdIltoQ83OA,1840,80,23,23,training,1840
dKHaIeA18FI,2001,69,29,29,training,2001
kCnSJHe6uIY,1914,66,29,29,training,1914
HXRCohMA9B4,4020,134,30,30,validation,4020
14hCE8JCCuM,377,13,29,29,training,377
e4T9r0CEoNY,10382,358,29,29,training,10382
MpobpPt9A74,3828,132,29,29,validation,3828
gSXt4WOjTls,2340,78,30,30,null,2340
y7JaXjOmZt0,3000,120,25,25,training,3000
VBNtANbW5vE,6825,273,25,25,validation,6825
AQCI7JoUdoQ,638,22,29,29,training,638
TIJzTRhLUJA,1800,60,30,30,training,1800
el625LBKL4o,720,24,30,30,training,720
Hp_l-6t0rVs,1530,51,30,30,null,1530
GlcOto_qCxM,5310,177,30,30,training,5310
VjhbnR1ZhaI,493,17,29,29,null,493
geiq-jbIgWc,2494,86,29,29,training,2494
HrU8vdvZRrM,3538,122,29,29,training,3538
MUMb5xmP3dQ,2146,74,29,29,training,2146
kw1JvRMzz2U,3200,128,25,25,null,3200
t9og3p5-9-Q,8990,310,29,29,validation,8990
WLNOFL872ac,1815,121,15,15,validation,1815
2-85Cq3sCcg,4230,141,30,30,training,4230
fIjYWospVCE,899,31,29,29,null,899
vHopbE3cvok,1830,61,30,30,training,1830
bpb7Oks5kWI,5450,218,25,25,training,5450
5yh3aj_oMB0,2460,82,30,30,training,2460
WfWz1XaFZQY,2117,73,29,29,null,2117
IezqCrk1ARo,3100,124,25,25,null,3100
5-MWdcBUBQM,3390,113,30,30,training,3390
gWCmqGI56Zo,3840,128,30,30,training,3840
AHxuRCCELMw,7290,243,30,30,training,7290
cRDtdzEe6G0,8880,296,30,30,training,8880
8zTJ-FueQgQ,3335,115,29,29,validation,3335
M1K9JQVwB7E,7279,251,29,29,training,7279
cKyI_TAP_Uk,3567,123,29,29,training,3567
RZWfdvIeiTM,2465,85,29,29,validation,2465
C8d3w82Hcqo,225,9,25,25,validation,225
VuqSRKgF7As,2726,94,29,29,training,2726
11iIjTOsss4,2190,73,30,30,training,2190
#NAME?,5280,220,24,24,validation,5280
gibq2ejbTLM,900,30,30,30,validation,900
wgLWiog_7A8,8640,288,30,30,training,8640
8_e16y8BxBY,3100,124,25,25,training,3100
7bgfaXCtlNQ,493,17,29,29,training,493
ZTm2EHbAxH0,2291,79,29,29,training,2291
qimXkx-bO8g,2233,77,29,29,training,2233
XoUiWom84bo,3825,153,25,25,training,3825
NNPPnIkVITo,1950,65,30,30,null,1950
iC4MoiEfSYc,2001,69,29,29,training,2001
tHxXVK4LSZo,1475,59,25,25,training,1475
oKPKwfCYXFk,1798,62,29,29,validation,1798
1h0IeBm7MNk,4320,144,30,30,training,4320
MwtAFoTbfZk,1700,68,25,25,validation,1700
syt5WcD84ks,851,37,23,23,training,851
2b3KiAUXm_Q,580,20,29,29,training,580
h8jzLBbebw0,1515,101,15,15,training,1515
QPFu8x3aj5w,2475,99,25,25,training,2475
aMSCUa0D6lE,1100,44,25,25,training,1100
Eh42aLhuuog,510,17,30,30,training,510
STuo-7TK7XM,3990,133,30,30,training,3990
DoNeCG66Oc4,1600,64,25,25,training,1600
Ak4pq82EYrE,3973,137,29,29,training,3973
6lwPaDE8Lx0,4020,134,30,30,training,4020
O04ZUSDm9g0,325,13,25,25,training,325
F8ybPA3i7rk,4590,153,30,30,training,4590
sY5ry1ba1x8,5325,213,25,25,training,5325
2tc7YTCOd6E,2220,74,30,30,training,2220
gufs2qak-Qw,2465,85,29,29,validation,2465
la06JEF151g,6148,212,29,29,validation,6148
WG86BX9IBeE,600,20,30,30,training,600
HdvIxn3GlQE,2726,94,29,29,training,2726
7MCwXp9wDzY,2580,86,30,30,training,2580
tQwj9WJUZJ0,510,17,30,30,validation,510
AotoIuZ9Tp8,600,20,30,30,training,600
V-MwgOrT3k0,1450,58,25,25,training,1450
3MIzEahhTig,1334,46,29,29,validation,1334
x94Eid4kAz4,420,28,15,15,training,420
j1yQvtmNGds,2668,92,29,29,training,2668
ymPu0Dyxjvs,2726,94,29,29,validation,2726
3EHNniF5Ggg,1189,41,29,29,training,1189
uRgUkfLHTAY,3150,210,15,15,training,3150
rS_Z2KrRCtc,2784,96,29,29,training,2784
8XobfcGLi3E,510,17,30,30,training,510
DZAeVDJbj5Y,4031,139,29,29,training,4031
KbeuW1HfEKE,5220,174,30,30,training,5220
lMqI7EbB-ko,4710,157,30,30,training,4710
mDlrgAcx_q0,2520,84,30,30,null,2520
FgCZ04La0_g,2697,93,29,29,training,2697
hQrpJq1xEbg,2370,79,30,30,training,2370
M4TbyQU799w,1426,62,23,23,training,1426
LxSJn59v7IY,3016,104,29,29,training,3016
WSKw5DBXjGk,500,20,25,25,training,500
HIyMK6g8pCA,1903,173,11,11,training,1903
k3TUDCV6N9g,1860,62,30,30,null,1860
knzzN1ooa8g,3025,121,25,25,training,3025
8alByBUb7vI,690,23,30,30,validation,690
jn1l0Sr33NY,5730,191,30,30,training,5730
dKy5epYZRSI,1363,47,29,29,training,1363
uA9AjBJO6g4,3475,139,25,25,training,3475
BM_Ok1fTVpw,10324,356,29,29,training,10324
SnakHQVXoNg,960,32,30,30,training,960
jD_VXBuQ_5I,1305,45,29,29,validation,1305
wAGavkSjXCY,1104,46,24,24,training,1104
p2oQkTBdg8E,900,30,30,30,training,900
_gKVuejyPe4,475,19,25,25,validation,475
nsR_3FjajxE,1711,59,29,29,training,1711
RYN0mcBx0BU,16849,581,29,29,training,16849
mUwNnwt-0gg,4140,138,30,30,validation,4140
U4s2VCVd8Gw,2755,95,29,29,null,2755
R0UtXsD1edg,9330,311,30,30,validation,9330
vmoDXj6R2Ew,1170,39,30,30,training,1170
vAQ02iOpO2s,2160,72,30,30,validation,2160
g84ceqG60Oc,3120,104,30,30,training,3120
iKXCup38F4M,2146,74,29,29,training,2146
8q8HTg69pYc,2465,85,29,29,training,2465
d74Z07KQ1s4,800,32,25,25,training,800
3b_eYvvGBXs,1320,44,30,30,training,1320
C5SrzQkJsL8,2400,80,30,30,validation,2400
polIkKIRu4s,4814,166,29,29,training,4814
CE-_UuUCJ8A,2146,74,29,29,training,2146
dLYEqgvy2_U,3103,107,29,29,training,3103
niOYBkr_Veg,1710,114,15,15,training,1710
Vy1D6TUIwgk,2670,89,30,30,validation,2670
w_XZRJZwOc0,510,17,30,30,null,510
RRHKM9qgvMM,2100,70,30,30,training,2100
NpVbTbePlco,1595,55,29,29,training,1595
WHtj4JuJce8,1885,65,29,29,training,1885
IP-LPABnTPg,360,12,30,30,training,360
qeXwsjF8sQw,8700,348,25,25,training,8700
LkJzaZ-90mE,6575,263,25,25,training,6575
te2tiaA-vjk,1008,42,24,24,training,1008
upRUTh4dY3k,5510,190,29,29,validation,5510
QEVNWK7InzQ,928,32,29,29,training,928
k79VkQH3Mos,600,20,30,30,training,600
hM7TtPGap1s,5800,200,29,29,training,5800
G3ppu68Df1U,2668,92,29,29,null,2668
YUSa0mNhXNs,6690,223,30,30,training,6690
rcDMRGcJFew,4740,158,30,30,training,4740
epzkeCV7iKk,3306,114,29,29,validation,3306
fb90JfBhhFg,4375,175,25,25,training,4375
YRrzNIG_hW4,4380,146,30,30,training,4380
GmFR0sMmdjY,6989,241,29,29,training,6989
N7LmavxFnOA,3825,153,25,25,training,3825
JK43EGZmpT4,8190,273,30,30,validation,8190
MmXpcfNYxR8,5655,195,29,29,training,5655
A_VFRufFk5w,6840,228,30,30,training,6840
O0qH6Sw71Oc,2280,76,30,30,training,2280
UFKTuXRFjYM,17850,595,30,30,training,17850
YfGTBOTk-VE,12300,410,30,30,training,12300
9lFB5Tc4wPo,6360,212,30,30,training,6360
KRssr0Gcaxw,1972,68,29,29,training,1972
74upTteO-AI,3360,112,30,30,validation,3360
3cYcPMfSmD4,10498,362,29,29,validation,10498
qcqBOjvg5XA,14670,489,30,30,training,14670
dVPb161ToAY,3510,117,30,30,training,3510
w1sDY5P4sQI,2987,103,29,29,training,2987
9H1kcASDba4,4524,156,29,29,training,4524
KIAeYnZSEHk,3540,118,30,30,training,3540
C8jWldsMD1U,1725,69,25,25,training,1725
bpe5BXTqdqc,3700,148,25,25,training,3700
YUcf-_bxLTE,8165,355,23,23,training,8165
jG2CGMWmPQY,12354,426,29,29,training,12354
BHSrV4AKnSg,3225,129,25,25,training,3225
6r8qKEWfrzU,11310,390,29,29,training,11310
2jzyhOJHdB8,2460,82,30,30,validation,2460
wdLNTX8yj00,15690,523,30,30,null,15690
LAZqgdpYOKM,4611,159,29,29,training,4611
lE-RKRNSG_c,2325,93,25,25,training,2325
4fxlPy6NcvU,2675,107,25,25,training,2675
EAz6WL7hsgI,4727,163,29,29,training,4727
mizsfy68DJo,2523,87,29,29,training,2523
dw9MXAMM4Jc,6168,257,24,24,training,6168
sQOQdBLHrLk,2490,83,30,30,training,2490
QODpD8DAONs,2291,79,29,29,validation,2291
T2XnQ4HKSVc,4000,160,25,25,validation,4000
o-23PoNTlRQ,2001,69,29,29,validation,2001
lM_5bQJu7tM,5394,186,29,29,training,5394
c5w5wSeawrU,3300,132,25,25,training,3300
2bSytG72_1c,10005,435,23,23,validation,10005
MWNEsu-xuS4,2784,116,24,24,training,2784
xanOrMuO5wY,2856,119,24,24,validation,2856
boLPTMR98PI,5430,181,30,30,training,5430
pLEbGD1preU,2900,100,29,29,training,2900
R9Zuf-ZcpVU,2632,94,28,28,validation,2632
iZWpgl28OIs,2975,119,25,25,training,2975
5ZVox0HgRCQ,2030,70,29,29,training,2030
KPUxPHrbFnY,2975,119,25,25,training,2975
MjgdC8J42lQ,5220,180,29,29,training,5220
VcTsWXOZMzQ,4524,156,29,29,training,4524
y14QyorrMLs,1944,81,24,24,training,1944
qiznKjsnt1U,3850,154,25,25,training,3850
LQ89dlGPni8,2460,82,30,30,validation,2460
ryINtWujhLs,11130,371,30,30,validation,11130
o60PUvM8dUs,15022,518,29,29,training,15022
ZmVZoflt5dE,3570,119,30,30,training,3570
KEYEmyDA6kE,8874,306,29,29,null,8874
UrnVT4Elr-Y,17850,595,30,30,training,17850
ifrCGWzvP0c,5190,173,30,30,training,5190
4MvWxGd7LKc,10050,335,30,30,training,10050
LSaBzz0pZI8,2001,69,29,29,validation,2001
j4U-egQC2Uw,3161,109,29,29,training,3161
aaEY42imsqw,4200,140,30,30,training,4200
XRRSeQtzwnY,5820,194,30,30,validation,5820
6B1H1kG9Jag,4234,146,29,29,training,4234
ouLr8liqhxs,10375,415,25,25,training,10375
TQuEUQ4iqdg,6003,207,29,29,training,6003
LuMV9VOehXw,3570,119,30,30,null,3570
tB3LqW46EWM,2325,93,25,25,training,2325
I5epcPAvPt0,10590,353,30,30,training,10590
vJd5idRRhX8,13514,466,29,29,training,13514
#NAME?,2125,85,25,25,training,2125
g6xcc085N_0,3045,105,29,29,training,3045
J3K7upnSNLw,2494,86,29,29,validation,2494
vgRCzDVi2rg,2813,97,29,29,training,2813
_akd-o3ppAE,7395,255,29,29,training,7395
MjuJQnnSpRU,2929,101,29,29,training,2929
fV039sAr_ow,12480,416,30,30,training,12480
7T8ZYhRrtE0,2784,96,29,29,validation,2784
4wnQXP3M2Q8,11165,385,29,29,validation,11165
jNmWK4eihOk,3364,116,29,29,null,3364
VZLow3w1_Vw,2320,80,29,29,training,2320
62Rmxt7B8cw,4524,156,29,29,training,4524
k04LaoErFj4,8520,284,30,30,training,8520
br6J2M2gnOU,9330,311,30,30,training,9330
8roA54dpyWo,17100,570,30,30,null,17100
Gp-0BtK1zIk,3990,133,30,30,training,3990
t9XSweEAgoc,5400,180,30,30,training,5400
0NLe2ZZVLvk,12905,445,29,29,training,12905
jF6K-vfO7kg,2340,156,15,15,null,2340
k7R_fra-RN4,2697,93,29,29,training,2697
eQmceAeK2dY,3480,120,29,29,validation,3480
Top7uwEBAT4,4500,150,30,30,training,4500
kn0olxuJDfs,4350,145,30,30,training,4350
zGDU6fVlLgQ,5278,182,29,29,training,5278
wdeZxE-UV9g,6150,205,30,30,training,6150
oGhIFQY0hbQ,2725,109,25,25,null,2725
j0ln2TpQI6I,2340,78,30,30,training,2340
z38Tabj9YiQ,4825,193,25,25,training,4825
DjTacx8JSys,9756,542,18,18,training,9756
2_9o3lVcG0U,2460,82,30,30,training,2460
kzUAUO_OG1M,7170,239,30,30,training,7170
gfInfVxdmaU,2175,75,29,29,validation,2175
n1mNPjaDTzM,4850,194,25,25,training,4850
ifp_K0q-PdA,3390,113,30,30,validation,3390
zBnchVmArKE,6200,248,25,25,validation,6200
